Title,Author,Year,DOI,Venue,Link,Publisher,Abstract,Basic-Testing4Quantum?,Basic-QSTAndEmpirical?
Device engineering of lead-free FaCsSnI3/Cs2AgBiI6-based dual-absorber perovskite solar cell architecture for powering next-generation wireless networks,"Baruah, Smriti and Borah, Janmoni and Reddy, Perugu Yaswanth and Sindhupriya, Chamarthi and Sathvika, Nara and Rajasekaran, Subramaniam",2024.0,https://doi.org/10.1002/dac.5903,International Journal of Communication Systems,https://onlinelibrary.wiley.com/doi/abs/10.1002/dac.5903,,"Summary Solar-powered devices, such as wireless networks, are a crucial component of the Internet of Things (IoT). Designing and creating a solar cell architecture with an extended light absorption regime at a reasonable cost is therefore exceedingly important. All inorganic bismuth-based Cs2AgBiI6 planar perovskite solar cells (PSCs) have garnered enormous significance due to their exceptional stability against oxygen, heat, and moisture. However, the power conversion efficiencies of Cs2AgBiI6-based planar PSCs remain relatively low, primarily due to their limited light absorption range and interfacial charge recombination losses. This issue can be effectively addressed using a novel multi-absorber architecture that incorporates dual absorbers with both lower band gap and wider band gap materials. This approach extends the light absorption range, enabling maximal utilization of the solar spectrum. Therefore, this article incorporates numerical modeling and guided optimization of ITO/ETL/Cs2AgBiI6/Fa0.75Cs0.25SnI3/HTL/Ag dual absorber-based heterojunction structure to improvise the power conversion efficiency of Cs2AgBiI6-based single-absorber PSCs. The proposed configuration employs dual perovskite absorber layers (PALs) consisting of wide band gap Cs2AgBiI6 (1.6 eV) as the top absorber layer along with narrow bandgap Fa0.75Cs0.25SnI3 (1.27 eV) to act as the bottom absorber layer. Before evaluating the bilayer configuration, two standalone PSC architectures, namely, ITO/ETL/Fa0.75Cs0.25SnI3/HTL/Ag (D1)- and ITO/ETL/Cs2AgBiI6/HTL/Ag (D2)-based PSC have been simulated and computed to perfectly fit the earlier anticipated state of art results. After effective validation of the photovoltaic parameters of the standalone architectures, both the absorber layers are appraised to constitute a dual active layer configuration ITO/ETL/Cs2AgBiI6/Fa0.75Cs0.25SnI3/HTL/Ag (D3) maintaining the overall absorber layer width constant to elevate the overall solar cell efficiency. Herein, a combination of various competent hole transport layers (HTLs) such as CBTS, CFTS, Cu2O, CuI, CuO, CuSCN, P3HT, PEDOT:PSS, and Spiro-OMeTAD, as well as electron transport layers (ETLs) like C60, CeO2, IgZo, PCBM, TiO2, WS2, and ZnO, are adopted and compared to attain highly efficient bilayer PSC configuration. The crucial variables of all ETL- and HTL-based proposed bilayer solar cell configurations including the thickness of PALs, the width of the carrier transport layers, defect densities of transport layers, the effect of operating temperature, series, and shunt resistances have been extensively optimized and tuned to attain preeminent photovoltaic power conversion efficiencies (PCEs) and quantum efficiencies (QEs). It has been well evinced that the proposed configuration with dual-absorber layers could effectively widen the light absorption regime to the near-infrared range and thus significantly contribute toward enhanced photovoltaic performance. The simulation results attained with SCAPS showcase the outstanding performance of the proposed dual active layer solar structure obtained with the combination of CuSCN HTL and TiO2 ETL pair. The work concludes a 35.01\% optimized efficient ITO/TiO2/Cs2AgBiI6(PAL-2)/Fa0.75Cs0.25SnI3(PAL-1)/CuSCN/Ag bilayer solar cell configuration with enhanced short circuit current density (Jsc) of 32.24 mA/cm2, open circuit voltage (Voc) of 1.273 V, and 85.31\% fill factor (FF) with 0.6- and 0.8-μm PAL-1 and PAL-2 width respectively and 1014-cm−3 defect density under AM1.G solar spectrum illumination with 1000-W/m2 light power density. The proposed eco-friendly solar structure will also help in providing power backup to the next-generation communication units and devices. Notably the dual-absorber structure integrating Cs2AgBiI6 and Fa0.75Cs0.25SnI3 materials demonstrates significant advantages in quantum efficiency and spectral coverage compared to using either material independently as single absorbers. The proposed model achieves a peak efficiency of approximately 93\% across a spectral range of 300–975 nm, surpassing the 90\% efficiency obtained with a single Cs2AgBiI6 absorber covering 300–700 nm. Moreover, it exceeds the 89\% efficiency achieved by the single Fa0.75Cs0.25SnI3 absorber within the 300- to 974.5-nm spectral range. Solar cells play a pivotal role in ensuring the sustainability, reliability, and cost efficiency of powering wireless nodes, especially in remote or environmentally sensitive areas where traditional power sources may be inadequate or unavailable. The proposed PSC, with a PCE of 35.01\%, can generate 350.1 watts under standard test conditions. This provides sufficient power to support approximately 70 wireless nodes, including wireless sensor nodes, IoT devices, and others, each consuming approximately 5 watts of power.",[N],N/A
Re-Evaluating Acceptable Intake: A Comparative Study of N-Nitrosomorpholine and N-Nitroso Reboxetine Potency,"Zhang, Shaofei and Cheung, Jennifer and Kostal, Jakub and Voutchkova-Kostal, Adelina and Schuler, Maik",2025.0,https://doi.org/10.1002/em.70007,Environmental and Molecular Mutagenesis,https://onlinelibrary.wiley.com/doi/abs/10.1002/em.70007,,"ABSTRACT Establishing regulatory limits for Drug Substance-Related Impurities (NDSRIs) is challenging due to the limited genotoxicity and carcinogenicity data available for many of these impurities, often leading to conservative approaches. In this study, we evaluated the genotoxic potential of two structurally related nitrosamines: N-nitrosomorpholine (NMOR) and N-nitroso reboxetine. Compared to the well-studied NMOR, there is little toxicological information available for N-nitroso reboxetine. Currently, both compounds have an acceptable intake value of 127 ng/day, based on a read-across using the available carcinogenicity data of NMOR. While both compounds tested positive in a series of in vitro and in vivo assays, we found that the mutagenic potential of N-nitroso reboxetine was significantly lower than that of NMOR. The benchmark dose (BMD) analysis of in vivo mutagenicity data supports an acceptable intake of 24,000 ng/day for N-nitroso reboxetine. Computational studies, carried out using the quantum-mechanical CADRE program, were consistent with in vitro and in vivo outcomes, suggesting an acceptable intake at or above 1500 ng/day for N-nitroso reboxetine. In comparison to NMOR, this prediction is supported by lower computed reactivity in the hydroxylation step, greater steric hindrance of the alpha carbons, and more facile proton transfer in the heterolysis toward the aldehyde metabolite. The data presented in this work can be used to refine and improve the Carcinogenic Potency Categorization Approach (CPCA). It also underscores the importance of collaboration between regulatory authorities, the pharmaceutical industry, and scientific researchers to address potential risks while avoiding overestimation of the acceptable intake limits for certain NDSRIs.",[N],N/A
Using N-Nitrosodiethanolamine (NDELA) and N-Nitrosopiperidine (NPIP) Transgenic Rodent Gene Mutation Data and Quantum Mechanical Modeling to Derive Potency-Based Acceptable Intakes for NDSRIs Lacking Robust Carcinogenicity Data,"Roper, Jason M. and Griffin, Troy R. and Johnson, George E. and Kostal, Jakub and Nudelman, Raphael and Ott, Gregory R. and Voutchkova-Kostal, Adelina and Niddam-Hildesheim, Valerie",2025.0,https://doi.org/10.1002/em.70012,Environmental and Molecular Mutagenesis,https://onlinelibrary.wiley.com/doi/abs/10.1002/em.70012,,"ABSTRACT Acceptable intake (AI) limits for nitrosamine drug substance related impurities (NDSRIs) that lack carcinogenicity data could be estimated from mutagenic potency relative to anchor nitrosamines with carcinogenicity data. This approach integrates points of departure (PoDs) derived from in vivo mutagenicity studies with in silico predictions generated by a validated quantum-mechanical (QM) model. N-nitrosodiethanolamine (NDELA) and N-nitrosopiperidine (NPIP), with AIs derived from robust carcinogenicity data, were tested in the transgenic rodent (TGR) gene mutation assay. Liver mutant frequency and benchmark dose (BMD) modeling provided a suitable, robust, and precise PoD metric. BMD confidence intervals (CIs) calculated from mutant frequency expanded the potency range of previously reported BMD CIs for other anchor nitrosamines. Cancer-protective AIs for mutagenic NDSRIs can be pragmatically calculated on a potency basis by comparing their lower bound TGR BMD CIs with the BMD CIs and AIs derived from model/anchor nitrosamines that have results for in vivo gene mutation and cancer bioassays. In vivo modeling was supported by the Computer-Aided Discovery and RE-design (CADRE) program, a validated QM model for predicting NDSRI carcinogenic potency based on the underlying mechanism of mutagenicity. CADRE distinguished between anchor nitrosamines N-nitrosodiethylamine (NDEA) and N-nitrosodimethylamine (NDMA) and the less potent NDELA and NPIP. Scrutiny of underlying reactivity indices and relevant physicochemical properties rationalized the observed trend in metabolic activity and thus predicted carcinogenic potency. Leveraging the in vivo–in silico approach is valuable in gaining confidence in the proposed AIs, whereby the QM model serves as mechanistic validation of in vivo results.",[N],N/A
Monolithic Tandem Solar Cell With Co-Sensitized DSSC and Perovskite Sub-Cells Using Spectral Filtering for High-Efficiency Photon Management,"Dey, Diptanu and Chakraborty, Raj and Das, Punam and Das, Diptanu and Ghosh, Pronob K.",2025.0,https://doi.org/10.1002/eng2.70409,Engineering Reports,https://onlinelibrary.wiley.com/doi/abs/10.1002/eng2.70409,,"ABSTRACT Recent advances in dye-sensitized and perovskite solar technologies have enabled tandem architectures to surpass single-junction efficiency limits. This work reports a high-efficiency monolithic tandem solar cell combining a co-sensitized dye-sensitized solar cell (DSSC) top sub-cell with a triple-cation perovskite bottom sub-cell. The DSSC, based on a mesoporous TiO2 photoanode co-sensitized with SM315 and ZnTPP dyes, harvests light from 400 to 650 nm. The bottom cell, using a Cs/FA/MA mixed-halide perovskite, targets near-infrared photons (650–850 nm). A dielectric multilayer optical filter facilitates spectral splitting, while a thin indium tin oxide recombination layer ensures efficient series connection and current matching. Under calibrated dual-LED illumination (∼125 mW/cm2), the tandem achieved a lab-measured power conversion efficiency (PCE) of 33.7\%, with a simulated maximum of ∼36.8\% and an average reproducible PCE of 33.2\% ± 0.4\% (n = 3). When tested under a class AAA AM1.5G solar simulator (100 mW/cm2), the device produced a baseline PCE of 27.1\% (short-circuit current density, JSC = 16.1 mA/cm2, open-circuit voltage, VOC = 1.95 V, fill factor, FF = 0.72). These values are in-house laboratory results, not certified records. UV–Vis, FTIR, external quantum efficiency, and EIS confirmed effective charge transport and spectral complementarity. Surface and interface morphology were characterized by AFM, SEM, and HRTEM. Stability testing showed > 96\% retention after 500 h at 25°C and ∼86\% at 60°C. Outdoor field testing under tropical weather confirmed functional robustness. This scalable, solution-processed tandem architecture shows promise for next-generation photovoltaics, including building-integrated and indoor energy applications.",[N],N/A
Photon energy amplification for the design of a micro PV panel,"Hossain, Md. Faruque",2018.0,https://doi.org/10.1002/er.4118,International Journal of Energy Research,https://onlinelibrary.wiley.com/doi/abs/10.1002/er.4118,,"Summary To design a micro PV panel, thousands of photons have been produced from a single photon by breaking down its photonic structure using Higgs-Boson BR (H → γγ¯) quantum field under high temperature conditions. Because the Higgs-Boson BR (H → γγ¯) Quantum can be excited under high temperature conditions which forms extremely short-range week force by the photon-photon collusion of the bare ions; thus, a pair photon (e+e−) is created from a single photon. This pair of photon can be dissociated by 2 surface semiconductors of the photovoltaic panel and further dispersed by the 3 diodes superconducting silicon surface to form multiple photons, here named as Hossain Multiple Photons (HmP¯). A mathematical test has been performed by applying MATLAB software, which revealed that production of HmP¯ [1photon = (1 + 1 = 2photons) = (2photons + 2photons)2surface = 16photon = (16photons)3diode = ∑4,096photons] from a single phone is doable through photon-photon collusion, photon dissociation, and photon scattering process into the Higgs-Boson BR (H → γγ¯) quantum field under high temperature condition. These multiple photons can be converted from direct current into alternating current for commercial use. Calculation revealed that 1590.9 MW/h clean energy can be produced by merely 1 cm2 PV panel which indeed would be a new field of science that will substantially satisfy the total global energy demand.",[N],N/A
Stability study of large-area perovskite solar cells fabricated with copper as low-cost metal contact,"Samantaray, Manas R. and Rana, Naba Kr. and Kumar, Arun and Ghosh, Dhriti S. and Chander, Nikhil",2022.0,https://doi.org/10.1002/er.7243,International Journal of Energy Research,https://onlinelibrary.wiley.com/doi/abs/10.1002/er.7243,,"Summary Perovskite solar cells (PSCs) have emerged as a promising technology for next-generation photovoltaic devices because of their ease of fabrication and high power conversion efficiency (PCE). The main obstacle that limits the commercialization of large-area PSCs is the lack of suitable solution-processable low-temperature fabrication methods and the perovskite material's chemical stability. With an increase in the active area of the cell, the defect states and the series resistance of the device increase, which is undesirable. We have demonstrated a repeatable fabrication method of small (0.25 cm2) and large (2.0 cm2) active area devices with Au and Cu as back contact electrodes. Small area perovskite devices with Cu and Au contact electrodes showed a PCE of 9.87\% and 10.42\%, respectively. When scaled up to 2.0 cm2, the devices showed a minor drop in the open-circuit voltage, but a significant decrease in photocurrent was observed. Large-area PSCs with Cu and Au contacts displayed a PCE of 5.61\% and 5.92\%, respectively. External quantum efficiency measurements at four different points provided similar results, thus confirming the uniformity of large-area devices. The stability of large-area devices under ambient environment conditions was tested for more than 7 weeks. Gold-based PSC retained almost 75\% of its initial PCE when stored in ambient conditions for 50 days, whereas Cu-based devices showed a significant decrease in efficiency in the same period. Degradation in efficiency of PSCs occurred primarily due to the loss in photocurrent arising from active layer degradation. Simulations of perovskite devices carried out using Solar Cell Capacitance Simulator (SCAPS)-1D software also showed that similar efficiencies of PSCs may be obtained using Cu, instead of Au, as the low-cost metal contact. Novelty Statement Large-area perovskite solar cells (PSCs) based on gold and copper metal contacts have been fabricated, and copper contacts provide efficiencies comparable with the values obtained with gold contacts. The study shows that copper can be used as a low-cost alternative to gold to fabricate large-area, high-efficiency PSCs. Stability testing under ambient conditions has been carried out for 50 days to compare the performance of gold- and copper-based large-area PSCs.",[N],N/A
PyFREC: Software for Förster electronic coupling evaluation in molecular fragments,"Kosenkov, Dmytro",2016.0,https://doi.org/10.1002/jcc.24401,Journal of Computational Chemistry,https://onlinelibrary.wiley.com/doi/abs/10.1002/jcc.24401,,"Electronic couplings are crucial for understanding exciton dynamics and associated energy transfer in artificial and natural chromophores. The proposed PyFREC (Python FRagment Electronic Coupling) software enables evaluation of electronic couplings based on the Förster model. PyFREC features the decomposition of electronic couplings, obtained through quantum chemical calculations, into the orientation and dipole strength components. Furthermore, the variation method to evaluate energies of coupled electronic excited states and delocalization of electronic excitations is implemented in the software. PyFREC has been tested on the S22 benchmark dataset of non-covalent complexes and water clusters. © 2016 Wiley Periodicals, Inc.",[N],N/A
"Three pillars for achieving quantum mechanical molecular dynamics simulations of huge systems: Divide-and-conquer, density-functional tight-binding, and massively parallel computation","Nishizawa, Hiroaki and Nishimura, Yoshifumi and Kobayashi, Masato and Irle, Stephan and Nakai, Hiromi",2016.0,https://doi.org/10.1002/jcc.24419,Journal of Computational Chemistry,https://onlinelibrary.wiley.com/doi/abs/10.1002/jcc.24419,,"The linear-scaling divide-and-conquer (DC) quantum chemical methodology is applied to the density-functional tight-binding (DFTB) theory to develop a massively parallel program that achieves on-the-fly molecular reaction dynamics simulations of huge systems from scratch. The functions to perform large scale geometry optimization and molecular dynamics with DC-DFTB potential energy surface are implemented to the program called DC-DFTB-K. A novel interpolation-based algorithm is developed for parallelizing the determination of the Fermi level in the DC method. The performance of the DC-DFTB-K program is assessed using a laboratory computer and the K computer. Numerical tests show the high efficiency of the DC-DFTB-K program, a single-point energy gradient calculation of a one-million-atom system is completed within 60 s using 7290 nodes of the K computer. © 2016 Wiley Periodicals, Inc.",[N],N/A
Benchmarking of density functionals for a soft but accurate prediction and assignment of 1H and 13C NMR chemical shifts in organic and biological molecules,"Benassi, Enrico",2017.0,https://doi.org/10.1002/jcc.24521,Journal of Computational Chemistry,https://onlinelibrary.wiley.com/doi/abs/10.1002/jcc.24521,,"A number of programs and tools that simulate 1H and 13C nuclear magnetic resonance (NMR) chemical shifts using empirical approaches are available. These tools are user-friendly, but they provide a very rough (and sometimes misleading) estimation of the NMR properties, especially for complex systems. Rigorous and reliable ways to predict and interpret NMR properties of simple and complex systems are available in many popular computational program packages. Nevertheless, experimentalists keep relying on these “unreliable” tools in their daily work because, to have a sufficiently high accuracy, these rigorous quantum mechanical methods need high levels of theory. An alternative, efficient, semi-empirical approach has been proposed by Bally, Rablen, Tantillo, and coworkers. This idea consists of creating linear calibrations models, on the basis of the application of different combinations of functionals and basis sets. Following this approach, the predictive capability of a wider range of popular functionals was systematically investigated and tested. The NMR chemical shifts were computed in solvated phase at density functional theory level, using 30 different functionals coupled with three different triple–ζ basis sets. © 2016 Wiley Periodicals, Inc.",[N],N/A
A full-pivoting algorithm for the Cholesky decomposition of two-electron repulsion and spin-orbit coupling integrals,"Piccardo, Matteo and Soncini, Alessandro",2017.0,https://doi.org/10.1002/jcc.25062,Journal of Computational Chemistry,https://onlinelibrary.wiley.com/doi/abs/10.1002/jcc.25062,,"A significant reduction in the computational effort for the evaluation of the electronic repulsion integrals (ERI) in ab initio quantum chemistry calculations is obtained by using Cholesky decomposition (CD), a numerical procedure that can remove the zero or small eigenvalues of the ERI positive (semi)definite matrix, while avoiding the calculation of the entire matrix. Conversely, due to its antisymmetric character, CD cannot be directly applied to the matrix representation of the spatial part of the two-electron spin-orbit coupling (2e-SOC) integrals. Here, we present a computational strategy to achieve a Cholesky representation of the spatial part of the 2e-SOC integrals, and propose a new efficient CD algorithm for both ERI and 2e-SOC integrals. The proposed algorithm differs from previous CD implementations by the extensive use of a full-pivoting design, which allows a univocal definition of the Cholesky basis, once the CD δ threshold is made explicit. We show that is the upper limit for the errors affecting the reconstructed 2e-SOC integrals. The proposed strategy was implemented in the ab initio program Computational Emulator of Rare Earth Systems (CERES), and tested for computational performance on both the ERI and 2e-SOC integrals evaluation. © 2017 Wiley Periodicals, Inc.",[N],N/A
ExcelAutomat 1.3: Fragment analysis based on the distortion/interaction-activation strain model,"Laloo, Jalal Z. A. and Savoo, Nandini and Laloo, Nassirah and Rhyman, Lydia and Ramasami, Ponnadurai",2019.0,https://doi.org/10.1002/jcc.25546,Journal of Computational Chemistry,https://onlinelibrary.wiley.com/doi/abs/10.1002/jcc.25546,,"The distortion/interaction-activation strain model (D/I-ASM), a fragment analysis method, is applied to study the structure–reactivity relationship in reactions. The application of D/I-ASM involves the generation of input files for points along a reaction profile, submission of input files to a quantum software package, processing of parameters from the resulting output files and generation of graphical plots. The ExcelAutomat tool (Laloo et al., J. Comput. Aided Mol. Des. 2017, 31, 667) provides a framework and library in Visual Basic for Application programming language to process such files. New routines were written in ExcelAutomat 1.3 to facilitate processing of files for D/I-ASM. The worksheet “ASM” was included where initial parameters needed can be defined. The routines for D/I-ASM were tested successfully on bimolecular nucleophilic substitution, cycloaddition, and barrierless reactions. The automation of fragment analysis by ExcelAutomat 1.3 is compatible with Microsoft Excel and LibreOffice Calc. The extensible tool processes files from Gaussian and GAMESS-US packages. © 2018 Wiley Periodicals, Inc.",[N],N/A
Dcdftbmd: Divide-and-Conquer Density Functional Tight-Binding Program for Huge-System Quantum Mechanical Molecular Dynamics Simulations,"Nishimura, Yoshifumi and Nakai, Hiromi",2019.0,https://doi.org/10.1002/jcc.25804,Journal of Computational Chemistry,https://onlinelibrary.wiley.com/doi/abs/10.1002/jcc.25804,,"Dcdftbmd is a Fortran 90/95 program that enables efficient quantum mechanical molecular dynamics (MD) simulations using divide-and-conquer density functional tight-binding (DC-DFTB) method. Based on the remarkable performance of previous massively parallel DC-DFTB energy and gradient calculations for huge systems, the code has been specialized to MD simulations. Recent implementations and modifications including DFTB extensions, improved computational speed in the DC-DFTB computational steps, algorithms for efficient initial guess charge prediction, and free energy calculations via metadynamics technique have enhanced the capability to obtain atomistic insights in novel applications to nanomaterials and biomolecules. The energy, structure, and other molecular properties are also accessible through the single-point calculation, geometry optimization, and vibrational frequency analysis. The available functionalities are outlined together with efficiency tests and simulation examples. © 2019 Wiley Periodicals, Inc.",[N],N/A
Fractional occupation numbers and self-interaction correction-scaling methods with the Fermi-Löwdin orbital self-interaction correction approach,"Aquino, Fredy W. and Shinde, Ravindra and Wong, Bryan M.",2020.0,https://doi.org/10.1002/jcc.26168,Journal of Computational Chemistry,https://onlinelibrary.wiley.com/doi/abs/10.1002/jcc.26168,,"Abstract We present a new assessment of the Fermi-Löwdin orbital self-interaction correction (FLO-SIC) approach with an emphasis on its performance for predicting energies as a function of fractional occupation numbers (FONs) for various multielectron systems. Our approach is implemented in the massively parallelized NWChem quantum chemistry software package and has been benchmarked on the prediction of total energies, atomization energies, and ionization potentials of small molecules and relatively large aromatic systems. Within our study, we also derive an alternate expression for the FLO-SIC energy gradient expressed in terms of gradients of the Fermi-orbital eigenvalues and revisit how the FLO-SIC methodology can be seen as a constrained unitary transformation of the canonical Kohn–Sham orbitals. Finally, we conclude with calculations of energies as a function of FONs using various SIC-scaling methods to test the limits of the FLO-SIC formalism on a variety of multielectron systems. We find that these relatively simple scaling methods do improve the prediction of total energies of atomic systems as well as enhance the accuracy of energies as a function of FONs for other multielectron chemical species.",[N],N/A
Hierarchical parallelization of divide-and-conquer density functional tight-binding molecular dynamics and metadynamics simulations,"Nishimura, Yoshifumi and Nakai, Hiromi",2020.0,https://doi.org/10.1002/jcc.26217,Journal of Computational Chemistry,https://onlinelibrary.wiley.com/doi/abs/10.1002/jcc.26217,,"Abstract Massively parallel divide-and-conquer density functional tight-binding (DC-DFTB) molecular dynamics and metadynamics simulations are efficient approaches for describing various chemical reactions and dynamic processes of large complex systems via quantum mechanics. In this study, DC-DFTB simulations were combined with multi-replica techniques. Specifically, multiple walkers metadynamics, replica exchange molecular dynamics, and parallel tempering metadynamics methods were implemented hierarchically into the in-house Dcdftbmd program. Test simulations in an aqueous phase of the internal rotation of formamide and conformational changes of dialanine showed that the newly developed extensions increase the sampling efficiency and the exploration capabilities in DC-DFTB configuration space.",[N],N/A
"IOData: A python library for reading, writing, and converting computational chemistry file formats and generating input files","Verstraelen, Toon and Adams, William and Pujal, Leila and Tehrani, Alireza and Kelly, Braden D. and Macaya, Luis and Meng, Fanwang and Richer, Michael and Hernández-Esparza, Raymundo and Yang, Xiaotian Derrick and Chan, Matthew and Kim, Taewon David and Cools-Ceuppens, Maarten and Chuiko, Valerii and Vöhringer-Martinez, Esteban and Ayers, Paul W. and Heidar-Zadeh, Farnaz",2021.0,https://doi.org/10.1002/jcc.26468,Journal of Computational Chemistry,https://onlinelibrary.wiley.com/doi/abs/10.1002/jcc.26468,,"Abstract IOData is a free and open-source Python library for parsing, storing, and converting various file formats commonly used by quantum chemistry, molecular dynamics, and plane-wave density-functional-theory software programs. In addition, IOData supports a flexible framework for generating input files for various software packages. While designed and released for stand-alone use, its original purpose was to facilitate the interoperability of various modules in the HORTON and ChemTools software packages with external (third-party) molecular quantum chemistry and solid-state density-functional-theory packages. IOData is designed to be easy to use, maintain, and extend; this is why we wrote IOData in Python and adopted many principles of modern software development, including comprehensive documentation, extensive testing, continuous integration/delivery protocols, and package management. This article is the official release note of the IOData library.",[N],N/A
Local perturbations of periodic systems. Chemisorption and point defects by GoGreenGo,"Popov, Ilya V. and Kushnir, Timofei S. and Tchougréeff, Andrei L.",2021.0,https://doi.org/10.1002/jcc.26766,Journal of Computational Chemistry,https://onlinelibrary.wiley.com/doi/abs/10.1002/jcc.26766,,"Abstract We present a software package GoGreenGo—an overlay aimed to model local perturbations of periodic systems due to either chemisorption or point defects. The electronic structure of an ideal crystal is obtained by worldwide-distributed standard quantum physics/chemistry codes, and then processed by various tools performing projection to atomic orbital basis sets. Starting from this, the perturbation is addressed by GoGreenGo with use of the Green's functions formalism, which allows evaluating its effect on the electronic structure, density matrix, and energy of the system. In the present contribution, the main accent is made on processes of chemical nature, such as chemisorption or doping. We address a general theory and its computational implementation supported by a series of test calculations of the electronic structure perturbations for benchmark model solids: simple, face-centered, and body-centered cubium systems. In addition, more realistic problems of local perturbations in graphene lattice, such as lattice substitution, vacancy, and “on-top” chemisorption, are considered.",[N],N/A
Hydrogen bond energy estimation (H-BEE) in large molecular clusters: A Python program for quantum chemical investigations,"Ahirwar, Mini Bharati and Khire, Subodh S. and Gadre, Shridhar R. and Deshmukh, Milind M.",2024.0,https://doi.org/10.1002/jcc.27237,Journal of Computational Chemistry,https://onlinelibrary.wiley.com/doi/abs/10.1002/jcc.27237,,"Abstract A procedure, derived from the fragmentation-based molecular tailoring approach (MTA), has been proposed and extensively applied by Deshmukh and Gadre for directly estimating the individual hydrogen bond (HB) energies and cooperativity contributions in molecular clusters. However, the manual fragmentation and high computational cost of correlated quantum chemical methods make the application of this method to large molecular clusters quite formidable. In this article, we report an in-house developed software for automated hydrogen bond energy estimation (H-BEE) in large molecular clusters. This user-friendly software is essentially written in Python and executed on a Linux platform with the Gaussian package at the backend. Two approximations to the MTA-based procedure, viz. the first spherical shell (SS1) and the Fragments-in-Fragments (Frags-in-Frags), enabling cost-effective, automated evaluation of HB energies and cooperativity contributions, are also implemented in this software. The software has been extensively tested on a variety of molecular clusters and is expected to be of immense use, especially in conjunction with correlated methods such as MP2, CCSD(T), and so forth.",[N],N/A
A Robust and Versatile QM/MM Interface for Molecular Dynamics in GROMOS,"Poliak, Peter and Bleiziffer, Patrick and Pultar, Felix and Riniker, Sereina and Oostenbrink, Chris",2025.0,https://doi.org/10.1002/jcc.70053,Journal of Computational Chemistry,https://onlinelibrary.wiley.com/doi/abs/10.1002/jcc.70053,,"ABSTRACT The integration of quantum mechanics and molecular mechanics (QM/MM) within molecular dynamics simulations is crucial to accurately model complex biochemical systems. Here, we present an enhanced implementation of the QM/MM interface in the GROMOS simulation package, introducing significant improvements in functionality and user control. We present new features, including the link atom scheme, which allows the modeling of QM regions as a part of bigger molecules. Benchmark tests on various systems, including QM water in water, amino acids in water, and tripeptides validate the reliability of the new functionalities. Performance evaluations demonstrate that the updated implementation is efficient, with the primary computational burden attributed to the QM program rather than the QM/MM interface or the MD program itself. The improved QM/MM interface enables more advanced investigations into biomolecular reactivity, enzyme catalysis, and other phenomena requiring detailed quantum mechanical treatment within classical simulations. This work represents a significant advancement in the capabilities of GROMOS, providing enhanced tools to explore complex molecular systems.",[N],N/A
"A Comparative QSRR Study on Enantioseparation of Ethanol Ester Enantiomers in HPLC Using Multivariate Image Analysis, Quantum Mechanical and Structural Descriptors","Barfeii, Hamideh and Garkani-Nejad, Zahra",2017.0,https://doi.org/10.1002/jccs.201600253,Journal of the Chinese Chemical Society,https://onlinelibrary.wiley.com/doi/abs/10.1002/jccs.201600253,,"Quantitative structure–retention relationship study was carried out for predicting the retention times of twenty-six 1-(2-naphtyl)-1 ethanol ester enantiomers in high-pressure liquid chromatography by using original molecular, quantum mechanical, and multivariate image analysis (MIA) descriptors. Multiple linear regressions, partial least squares (PLS), and partial component regression (PCR) models combined with genetic algorithm (GA) were constructed as variable selection methods by using molecular descriptors to investigate the potential relationship between the selected descriptors and the retention times of the enantiomers. The molecular descriptors were generated from the molecular structure of enantiomers and calculated by the DRAGON software. Besides 504 DRAGON descriptors, additional 38 quantum mechanical descriptors were obtained using density functional theory/B3LYP/6-31G method. Then, the results of the obtained models were compared with MIA descriptors that are pixels of two-dimensional (2D) chemical structures. MIA descriptors were analyzed by correlation ranking-PCR and PLS methods. The predictive ability of the models was evaluated using cross-validation and an external test set. The results showed that GA is a good method for variable selection using structural descriptors combined with the PLS model. Since MIA descriptors are 2D pixels of the chemical structures, they can differentiate between the (R) and (S) isomers of enantiomers better than the quantum mechanical and structural descriptors. Comparison between the different models indicated that the GA-PLS and MIA-PLS models were the best methods.",[N],N/A
Gaussian random number generator: Implemented in FPGA for quantum key distribution,"Hu, Yue and Wu, Yan and Chen, Yi and Wan, Guo Chun and Tong, Mei Song",2019.0,https://doi.org/10.1002/jnm.2554,"International Journal of Numerical Modelling: Electronic Networks, Devices and Fields",https://onlinelibrary.wiley.com/doi/abs/10.1002/jnm.2554,,"Abstract Quantum key distribution is the process of using quantum communication to establish a shared key between two parties. It has been demonstrated the unconditional security and effective communication of quantum communication system can be guaranteed by an excellent Gaussian random number (GRN) generator with high speed and an extended random period. In this paper, we propose to construct the Gaussian random number generator by using field-programmable gate array (FPGA), which is able to process large data in high speed. We also compare three algorithms of GRN generation: Box-Muller algorithm, polarization decision algorithm, and central limit algorithm. We demonstrate that the polarization decision algorithm implemented in FPGA requires less computing resources and also produces a high-quality GRN through the null hypothesis test.",[N],N/A
